,"Propinsi, Kab/Kota","Kecamatan, Desa/Kel",Alamat,Koordinat
1954,"JAWA TIMUR, KOTA BATU","BATU, PESANGGRAHAN",JL. SAKURA GG.III,"-7.8754541, 112.5118564"
1955,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, SAWOJAJAR",JL. RANUGRATI II D / 30 B,"-7.98068645, 112.65333365"
1956,"JAWA TIMUR, KOTA MALANG","SUKUN, BANDUNGREJOSARI",JL. KEMANTREN III GG.PANGLIMA SUDIRMAN 54,"-8.0028432, 112.6122293"
1957,"JAWA TIMUR, KOTA MALANG","LOWOKWARU, JATIMULYO",JL KALPATARU V-D NO 24,"-7.9504606, 112.6267724"
1958,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, SAWOJAJAR",JL. SIMP. RANUGRATI SEL III / 34 D,"-7.98318028, 112.65104989"
1959,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, WONOKOYO",JL. SEKAR PUTIH,"-8.0320825, 112.6518797"
1960,"JAWA TIMUR, KOTA MALANG","SUKUN, GADANG",JL. GADANG XIX,"-8.0165558, 112.6307703"
1961,"JAWA TIMUR, KOTA MALANG","SUKUN, BANDUNGREJOSARI",JL. KEMANTREN II / 28,"-8.00015659878146, 112.611130145332"
1962,"JAWA TIMUR, KOTA MOJOKERTO","KRANGGAN, MIJI",KEDUNG KWALI III TIMUR 36,"-7.476865, 112.430395"
1963,"JAWA TIMUR, KOTA MALANG","BLIMBING, PANDANWANGI",JL. SIMPANG SULFAT SELATAN I,"-7.9654118, 112.6544853"
1964,"JAWA TIMUR, KOTA MALANG","SUKUN, KEBONSARI",JL. A. SATSUI TUBUN VI,"-8.0244217, 112.624015"
1965,"JAWA TIMUR, JEMBER","AJUNG, AJUNG",DUSUN KIDUL BESUK,"-8.2202001, 113.6779309"
1966,"JAWA TIMUR, KOTA SURABAYA","TEGALSARI, TEGALSARI",KEDONDONG 19,"-7.27192, 112.73892"
1967,"JAWA TIMUR, KOTA MALANG","SUKUN, KEBONSARI",JL. A. SATSUI TUBUN I / 11,"-8.0203937, 112.6214336"
1968,"JAWA TIMUR, KOTA MALANG","SUKUN, KEBONSARI",JL RAYA LOWOKDORO III / 2,"-8.0305428, 112.6286916"
1969,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, MERGOSONO",JL KOL SUGIONO IX / 47,"-7.99679087, 112.63643761"
1970,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, KOTALAMA",JL MUHARTO VII KSB V C,"-7.960192, 112.6493367"
1971,"JAWA TIMUR, KOTA BATU","BATU, ORO-ORO OMBO",JL. RAYA ORO-ORO OMBO KRAJAN,"-7.8894502, 112.5315116"
1972,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, KOTALAMA",JL MUHARTO V B,"-7.99266225, 112.63895992"
1973,"JAWA TIMUR, KOTA SURABAYA","ASEM ROWO, ASEM ROWO",TAMBAK DALAM BARU IB / 28,"-7.2481521, 112.7083234"
1974,"JAWA TIMUR, KOTA MALANG","BLIMBING, BALEARJOSARI",JL. PAHLAWAN 3,"-7.9248463, 112.6531789"
1975,"JAWA TIMUR, KOTA MALANG","LOWOKWARU, TUNGGULWULUNG",JL. AKORDION 141,"-7.93192768, 112.61396171"
1976,"JAWA TIMUR, KOTA MALANG","LOWOKWARU, TUNGGULWULUNG",JL SIMPANG AKORDION 51,"-7.92980323, 112.61462279"
1977,"JAWA TIMUR, KOTA MALANG","LOWOKWARU, TUNGGULWULUNG",JL SIMPANG AKORDION 140,"-7.93052663, 112.61520172"
1978,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, MERGOSONO",JL. KOL SUGIONO IX,"-7.99737882, 112.63647681"
1979,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, BURING",JL KH MALIK DALAM VI,"-8.00760622, 112.64493826"
1980,"JAWA TIMUR, KOTA MALANG","SUKUN, TANJUNGREJO",JL MERGAN LORI 614 A,"-7.985684049702063, 112.61520156851013"
1981,"JAWA TIMUR, KOTA MALANG","KLOJEN, SAMAAN",JL. TAPAK SIRING II / 43,"-7.9644499, 112.6267555"
1982,"JAWA TIMUR, KOTA MALANG","SUKUN, TANJUNGREJO",JL. TERS. TANJUNG PUTRA YUDHA V C / 4,"-7.9912983, 112.6138281"
1983,"JAWA TIMUR, KOTA MALANG","SUKUN, TANJUNGREJO",JL. MERGAN MUSHOLLA 716,"-7.9854171, 112.6135724"
1984,"JAWA TIMUR, KOTA MALANG","SUKUN, MULYOREJO",JL. TEBO TENGAH NO.27,"-7.986007, 112.603657"
1985,"JAWA TIMUR, KOTA MALANG","SUKUN, BANDUNGREJOSARI",JL KLAYATAN I / 12,"-8.000847084987033, 112.61571128099752"
1986,"JAWA TIMUR, KAB. MALANG","DAMPIT, MAJANGTENGAH",KAMPUNGANYAR,"-8.2365886, 112.7260527"
1987,"JAWA TIMUR, KOTA MALANG","BLIMBING, ARJOSARI",JL TELUK PELABUHAN RATU,"-7.9299542, 112.6581739"
1988,"JAWA TIMUR, KAB. MALANG","AMPELGADING, LEBAKHARJO",DUSUN KRAJAN I / B,"-8.30300581, 112.90451881"
1989,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, WONOKOYO",JL. KALISARI,"-8.0026158, 112.6438888"
1990,"JAWA TIMUR, KOTA MALANG","SUKUN, SUKUN",JL. SIMPANG SUKUN TIMUR,"-7.99651833333333, 112.623728333333"
1991,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, TLOGOWARU",JL. BAITUR ROHMAN,"-8.0400947, 112.6586657"
1992,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, TLOGOWARU",JL. JABAL NUR,"-8.02765898, 112.67178559"
1993,"JAWA TIMUR, KAB. MALANG","AMPELGADING, ARGOYUWONO",DSN ARGOSARI,"-8.19913993, 112.88939088"
1994,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, CEMOROKANDANG",JL. SLAMET,"-7.9872947, 112.6903838"
1995,"JAWA TIMUR, JEMBER","SUKORAMBI, JUBUNG",DUSUN KRAJAN PLALANGAN,"-8.20731039159, 113.633600268513"
1996,"JAWA TIMUR, KOTA MALANG","SUKUN, TANJUNGREJO",JL TRS TANJUNG PUTRA YUDHA V BLOK E.27,"-7.99232333333333, 112.613416666667"
1997,"JAWA TIMUR, KAB. SUMENEP","RA'AS, JUNGKAT",DUSUN JUNGKAT SELATAN,"-7.14040736, 114.52575876"
1998,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, BUMIAYU",JL KECIPIR,"-8.00981002, 112.63532454"
1999,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, TLOGOWARU",JL. RAYA TLOGOWARU,"-8.04422949, 112.65602015"
2000,"JAWA TIMUR, KAB. MALANG","PONCOKUSUMO, KARANGANYAR",DUSUN LORKALI,"-8.0617118, 112.7555824"
2001,"JAWA TIMUR, KOTA SURABAYA","SEMAMPIR, PEGIRIAN",WONOKUSUMO KIDUL 29,"-7.22570666666667, 112.752333333333"
2002,"JAWA TIMUR, KAB. MALANG","KARANG PLOSO, NGENEP",MOJOSARI,"-7.88377166666667, 112.62127"
2003,"JAWA TIMUR, KAB. MALANG","KARANG PLOSO, BOCEK",BOCEK,"-7.8775901, 112.5904687"
2004,"JAWA TIMUR, KAB. MALANG","TIRTOYUDO, SUMBERTANGKIL",DUSUN GAMPINGAN,"-8.31089842, 112.84662674"
2005,"JAWA TIMUR, KOTA MALANG","BLIMBING, BUNULREJO",JL. MEMBERAMO V / 23,"-7.9704394005239, 112.647202648222"
2006,"JAWA TIMUR, KOTA SURABAYA","TAMBAKSARI, PACARKELING",GERSIKAN NO.12,"-7.2544227, 112.7619519"
2007,"JAWA TIMUR, KAB. MALANG","PUJON, NGABAB",DK KRAJAN,"-7.83020959, 112.44202862"
2008,"JAWA TIMUR, KOTA SURABAYA","SEMAMPIR, PEGIRIAN",WONOSARI 8.,"-7.223385, 112.749445"
2009,"JAWA TIMUR, KAB. MALANG","PONCOKUSUMO, DAWUHAN",,"-8.07826, 112.758045"
2010,"JAWA TIMUR, KOTA MALANG","BLIMBING, BUNULREJO",JL. BINOR I / 2,"-7.96934191603214, 112.648156927899"
2011,"JAWA TIMUR, KAB. MALANG","PAKIS, PUCANGSONGO",DSN KRAJAN 1,"-7.9847836, 112.7138813"
2012,"JAWA TIMUR, KOTA MALANG","KLOJEN, RAMPALCELAKET",JL. JAKSA AGUNG SUPRAPTO III/42,"-7.9594164, 112.6158575"
2013,"JAWA TIMUR, KOTA SURABAYA","SEMAMPIR, PEGIRIAN",WONOKUSUMO KIDUL 29,"-7.22541333333333, 112.752766666667"
2014,"JAWA TIMUR, KAB. BANYUWANGI","PURWOHARJO, SUMBERSARI",DUSUN SUMBEREJEKI,"-8.549105, 114.26333"
2015,"JAWA TIMUR, KAB. MALANG","AMPELGADING, ARGOYUWONO",DSN ARGOSARI,"-8.19913993, 112.88939088"
2016,"JAWA TIMUR, KAB. MALANG","AMPELGADING, LEBAKHARJO",DUSUN KRAJAN I / B,"-8.30300581, 112.90451881"
2017,"JAWA TIMUR, KOTA MALANG","SUKUN, TANJUNGREJO",JL TRS TANJUNG PUTRA YUDHA V BLOK E.27,"-7.99232333333333, 112.613416666667"
2018,"JAWA TIMUR, KOTA MALANG","KLOJEN, SAMAAN",JL. TAPAK SIRING II / 43,"-7.9644499, 112.6267555"
2019,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, KOTALAMA",JL MUHARTO V C,"-7.995625, 112.636981666667"
2020,"JAWA TIMUR, KOTA MALANG","SUKUN, BAKALANKRAJAN",JL. PELABUHAN KETAPANG I,"-8.00718833333333, 112.612031666667"
2021,"JAWA TIMUR, KAB. PACITAN","TULAKAN, KALIKUNING",KRAJAN,"-8.138914, 111.2444468"
2022,"JAWA TIMUR, KOTA SURABAYA","SEMAMPIR, WONOKUSUMO",WONOKUSUMO RB 3-A,"-7.22333204, 112.75305173"
2023,"JAWA TIMUR, KAB. BANYUWANGI","BLIMBINGSARI, WATUKEBO",DSN GLONDONG,"-8.30916362, 114.28659516"
2024,"JAWA TIMUR, KOTA SURABAYA","SAWAHAN, KUPANG KRAJAN",KUPANG KRAJAN 7/20,"-7.27362736032423, 112.72657655085"
2025,"JAWA TIMUR, KOTA MALANG","SUKUN, SUKUN",JL. SIMPANG SUKUN TIMUR,"-7.99651833333333, 112.623728333333"
2026,"JAWA TIMUR, KOTA MALANG","SUKUN, KARANGBESUKI",JL. CANDI III E / 305,"-7.9632454, 112.6059096"
2027,"JAWA TIMUR, KOTA MADIUN","TAMAN, KEJURON",JL. PUNTUK NO.19,"-7.63187833333333, 111.521225"
2028,"JAWA TIMUR, KOTA MALANG","BLIMBING, BUNULREJO",JL. SEBUKU XXII / 25,"-7.9668629, 112.6457511"
2029,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, MADYOPURO",JL. KI. AGENG GRIBIG VI,"-7.98751495, 112.66606186"
2030,"JAWA TIMUR, KAB. PACITAN","KEBONAGUNG, GAWANG",DAWUNG,"-8.2170515, 111.1822431"
2031,"JAWA TIMUR, KOTA MALANG","SUKUN, TANJUNGREJO",JL. SUKUN SIDOMULYO,"-7.9886421, 112.6155815"
2032,"JAWA TIMUR, KOTA MALANG","KLOJEN, SAMAAN",JL. JAKSA AGUNG SUPRAPTO I / 71,"-7.9650499, 112.6292828"
2033,"JAWA TIMUR, KOTA MALANG","SUKUN, KARANGBESUKI",JL. CANDI VI A / 49,"-7.95407333333333, 112.60135"
2034,"JAWA TIMUR, KOTA MALANG","SUKUN, TANJUNGREJO",JL. SUKUN SIDOMULYO,"-7.9919936, 112.6141356"
2035,"JAWA TIMUR, KOTA MALANG","LOWOKWARU, LOWOKWARU",JL TERUSAN KENIKIR 16,"-7.95804833333333, 112.637506666667"
2036,"JAWA TIMUR, KOTA MALANG","SUKUN, TANJUNGREJO",JL. SUKUN SIDOMULYO,"-7.9912992, 112.6144117"
2037,"JAWA TIMUR, KAB. PACITAN","KEBONAGUNG, BANJARJO",GALIT,"-8.21207694, 111.15611924"
2038,"JAWA TIMUR, KOTA MALANG","SUKUN, TANJUNGREJO",JL. PUTER DALAM TENGAH NO.10,"-7.9931503, 112.6149995"
2039,"JAWA TIMUR, PACITAN","DONOROJO, SEKAR",DUSUN KRAJAN KIDUL,"-8.0973342, 110.9932129"
2040,"JAWA TIMUR, KOTA BATU","BATU, SUMBEREJO",DUSUN SANTREAN,"-7.84959852, 112.51459852"
2041,"JAWA TIMUR, KOTA MALANG","SUKUN, KARANGBESUKI",JL. CANDI 3 B / 39,"-7.9635227, 112.6083206"
2042,"JAWA TIMUR, KOTA MALANG","SUKUN, CIPTOMULYO",JL. KOLONEL SUGIONO 8,"-8.00319898, 112.63031591"
2043,"JAWA TIMUR, KOTA MALANG","LOWOKWARU, MOJOLANGU",JL. CANDI BADUT 22,"-7.9420693, 112.6333358"
2044,"JAWA TIMUR, KAB. PACITAN","KEBONAGUNG, SIDOMULYO",KLAWE,"-8.25340079, 111.19379143"
2045,"JAWA TIMUR, KAB. PACITAN","KEBONAGUNG, SIDOMULYO",DSN. KLAWE,"-8.25505066, 111.18804642"
2046,"JAWA TIMUR, KOTA MALANG","LOWOKWARU, MOJOLANGU",JL. CANDI BADUT 17-C,"-7.9425823, 112.63459"
2047,"JAWA TIMUR, KAB. PACITAN","KEBONAGUNG, KARANGANYAR",DSN. JURUGAN,"-8.2306983, 111.1594708"
2048,"JAWA TIMUR, KOTA MALANG","LOWOKWARU, LOWOKWARU",JL.SELOREJO BLOK D NO 34,"-7.961275, 112.623338333333"
2049,"JAWA TIMUR, KOTA MALANG","SUKUN, KARANGBESUKI",JL RAYA CANDI III / 63 B,"-7.9635227, 112.6083206"
2050,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, ARJOWINANGUN",JL.TUTUT III / 126,"-8.0417049, 112.6448675"
2051,"JAWA TIMUR, KOTA MALANG","KLOJEN, RAMPALCELAKET",JL. J.A. SUPRAPTO III / 36,"-7.9668294, 112.6353494"
2052,"JAWA TIMUR, KOTA MALANG","SUKUN, TANJUNGREJO",JL. TRS TANJUNG PUTRA YUDHA V E,"-7.9923152, 112.614548"
2053,"JAWA TIMUR, KOTA MALANG","SUKUN, BANDUNGREJOSARI",JL. KLAYATAN III / 14,"-8.00812883, 112.61646917"
2054,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, MADYOPURO",JL.KI AGENG GRIBIG,"-7.99011262, 112.6672504"
2055,"JAWA TIMUR, KOTA MALANG","KLOJEN, KAUMAN",JL. SEMERU I / 32,"-7.97809265, 112.62881817"
2056,"JAWA TIMUR, KOTA MALANG","SUKUN, TANJUNGREJO",JL. SUKUN SIDOMULYO,"-7.9922891, 112.6142683"
2057,"JAWA TIMUR, KOTA MALANG","LOWOKWARU, TASIK MADU",JL. BOLA VOLLY NO.33,"-7.9115427, 112.6286179"
2058,"JAWA TIMUR, KAB. PACITAN","NAWANGAN, PAKIS BARU",DSN. TEMPEL,"-7.93082666666667, 111.182298333333"
2059,"JAWA TIMUR, KAB. PACITAN","BANDAR, BANGUNSARI",SENDI,"-8.014512, 111.3226956"
2060,"JAWA TIMUR, KOTA MALANG","SUKUN, KARANGBESUKI",JL. CANDI BLOK V A / 83,"-7.9586454, 112.6021543"
2061,"JAWA TIMUR, PACITAN","NAWANGAN, PENGGUNG",DUSUN SIKI,"-7.9293538, 111.1628468"
2062,"JAWA TIMUR, KOTA MALANG","BLIMBING, PANDANWANGI",JL. TERUSAN SULFAT IV / 31,"-7.9638459, 112.656148"
2063,"JAWA TIMUR, KOTA MALANG","BLIMBING, BUNULREJO",JL. SEBUKU II E / 3,"-7.9612835, 112.6487308"
2064,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, KEDUNGKANDANG",JL. KH MALIK DALAM NO.60,"-8.00122531, 112.66279561"
2065,"JAWA TIMUR, KOTA MALANG","LOWOKWARU, TUNGGULWULUNG",JL. SERULING 56,"-7.92655122, 112.61466078"
2066,"JAWA TIMUR, KAB. PACITAN","BANDAR, NGUNUT",TAWANG,"-8.0233876, 111.2274901"
2067,"JAWA TIMUR, KOTA MALANG","LOWOKWARU, TUNGGULWULUNG",JL. BYLIRA,"-7.92591959, 112.60674822"
2068,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, BUMIAYU",JL. TERONG,"-8.0115176, 112.6371671"
2069,"JAWA TIMUR, KAB. PASURUAN","LUMBANG, BULU KANDANG",DUSUN CIKURGONDANG,"-7.7567279, 112.9983725"
2070,"JAWA TIMUR, KAB. MALANG","AMPELGADING, MULYOASRI",DUSUN SUMBERSUKO,"-8.1847738, 112.8776729"
2071,"JAWA TIMUR, KOTA MALANG","SUKUN, TANJUNGREJO",JL. KASIN JAYA IV / 34,"-7.9841622, 112.621541"
2072,"JAWA TIMUR, KAB. MALANG","AMPELGADING, TAMANSARI",DSN TAMAN REJO,"-8.2612903, 112.8315914"
2073,"JAWA TIMUR, KAB. PACITAN","KEBONAGUNG, PUNJUNG",DSN KETRO,"-8.172857, 111.0581494"
2074,"JAWA TIMUR, KAB. MALANG","AMPELGADING, TAMANASRI",KAMPUNGANYAR,"-8.2380668, 112.849142"
2075,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, KOTALAMA",JL. MUHARTO V BLOK G 2-3,"-7.994189574401089, 112.64063476544942"
2076,"JAWA TIMUR, KOTA MALANG","SUKUN, BANDUNGREJOSARI",JL. KLAYATAN I ,"-7.9962118, 112.6145045"
2077,"JAWA TIMUR, KAB. MALANG","AMPELGADING, TAMANASRI",KAMPUNG ANYAR,"-8.2389939, 112.8607586"
2078,"JAWA TIMUR, JEMBER","SUKORAMBI, JUBUNG",JL MERAK JUBUNG LOR,"-8.1873223, 113.6337102"
2079,"JAWA TIMUR, KAB. JEMBER","AJUNG, AJUNG",DUSUN CURAHKATES,"-8.22762213181704, 113.665954163298"
2080,"JAWA TIMUR, KAB. PACITAN","KEBONAGUNG, PUNJUNG",KETRO,"-8.19550768, 111.16761878"
2081,"JAWA TIMUR, KAB. MALANG","AMPELGADING, TAMANASRI",KAMPUNG ANYAR,"-8.2612903, 112.8315914"
2082,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, WONOKOYO",JL. SEKAR PUTIH,"-8.0289019, 112.6515616"
2083,"JAWA TIMUR, KAB. MALANG","AMPELGADING, TIRTOMARTO",DSN KRAJAN,"-8.23805296, 112.8743708"
2084,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, ARJOWINANGUN",JL TUTUT III,"-8.04086752115417, 112.64224352761"
2085,"JAWA TIMUR, KOTA MALANG","SUKUN, MULYOREJO",JL. SARI WONGSO II / 33 A,"-7.99025307, 112.5971398"
2086,"JAWA TIMUR, JEMBER","AJUNG, AJUNG",DUSUN AJUNG KULON,"-8.2159321, 113.6728305"
2087,"JAWA TIMUR, JEMBER","AJUNG, AJUNG",DUSUN KRAJAN,"-8.2073343, 113.6582816"
2088,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, MERGOSONO",JL. KOL SUGIONO V,"-7.97146959, 112.63378684"
2089,"JAWA TIMUR, JEMBER","SUKORAMBI, JUBUNG",DUSUN DARUNGAN,"-8.2086697, 113.6384026"
2090,"JAWA TIMUR, KOTA MALANG","LOWOKWARU, TUNJUNGSEKAR",JL. IKAN PIRANHA ATAS,"-7.93449116, 112.6411958"
2091,"JAWA TIMUR, KAB. PACITAN","KEBONAGUNG, SIDOMULYO",CARUBAN,"-8.2460014, 111.1937725"
2092,"JAWA TIMUR, KOTA KEDIRI","MOJOROTO, GAYAM",GAYAM,"-7.78518195, 111.98379863"
2093,"JAWA TIMUR, KAB. PACITAN","NAWANGAN, NAWANGAN",SIDOHARJO,"-8.0184683, 111.1930823"
2094,"JAWA TIMUR, KAB. PACITAN","KEBONAGUNG, KLESEM",DUREN,"-8.2656948, 111.1814767"
2095,"JAWA TIMUR, KAB. MALANG","AMPELGADING, LEBAKHARJO",DUSUN LEBAK SARI,"-8.23594842106104, 112.877398794517"
2096,"JAWA TIMUR, KOTA MALANG","SUKUN, SUKUN",NGAGLIK IV B / 273,"-7.986570826355063, 112.62182236738812"
2097,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, MERGOSONO",JL KOL SUGIONO VII A / 12,"-7.90501557, 112.57050946"
2098,"JAWA TIMUR, KAB. PACITAN","KEBONAGUNG, MANTREN",WATES,"-8.24548, 111.1915369"
2099,"JAWA TIMUR, KOTA MALANG","BLIMBING, PURWANTORO",JL. PHOSPAT 75 B,"-7.95635, 112.647935"
2100,"JAWA TIMUR, KOTA MALANG","KLOJEN, SUKOHARJO",JL. PROF. M. YAMIN VII / 10,"-7.99176155, 112.63200803"
2101,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, BURING",JL. MAYJEND SUNGKONO VI,"-8.00185006552048, 112.640631602966"
2102,"JAWA TIMUR, KOTA MALANG","KLOJEN, RAMPALCELAKET",JL. NGANTANG I-A/20,"-7.9624615, 112.6304324"
2103,"JAWA TIMUR, KOTA MALANG","SUKUN, SUKUN",JL. NGAGLIK II / 376,"-7.986241108532302, 112.62269658215475"
2104,"JAWA TIMUR, SUMENEP","AMBUNTEN, AMBUNTEN BARAT",DUSUN DURBUGAN,"-6.90528634004295, 113.702862868086"
2105,"JAWA TIMUR, KAB. PACITAN","KEBONAGUNG, KARANGNONGKO",KALITANI,"-0.2400067, 111.1385246"
2106,"JAWA TIMUR, KAB. MALANG","AMPELGADING, LEBAKHARJO",DSN LEBAKSARI,"-8.2360687, 112.8772141"
2107,"JAWA TIMUR, KAB. PACITAN","DONOROJO, GEDOMPOL",DUSUN PUCANG TUWO,"-8.1304267, 110.9378045"
2108,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, KOTALAMA",JL MUHARTO,"-7.9968784, 112.6389606"
2109,"JAWA TIMUR, KOTA MALANG","SUKUN, BANDUNGREJOSARI",JL. JANTI BARAT A-122,"-8.004332245228968, 112.62390718205961"
2110,"JAWA TIMUR, KAB. PACITAN","BANDAR, BANDAR",SALAM,"-8.0010894, 111.2679212"
2111,"JAWA TIMUR, KOTA MALANG","SUKUN, SUKUN",JL. NGAGLIK IV B / 65,"-7.98633833333333, 112.619793333333"
2112,"JAWA TIMUR, KAB. MALANG","WAGIR, SIDORAHAYU",LOSARI,"-8.00027166666667, 112.581143333333"
2113,"JAWA TIMUR, KOTA BATU","BATU, SUMBEREJO",SUMBEREJO,"-7.8572252, 112.5129147"
2114,"JAWA TIMUR, KOTA BATU","BATU, SISIR",JL. DIPONEGORO II / 47,"-7.87042666, 112.5284032"
2115,"JAWA TIMUR, JEMBER","AJUNG, AJUNG",DUSUN KRAJAN,"-8.2086511, 113.6563649"
2116,"JAWA TIMUR, JEMBER","ARJASA, ARJASA",DUSUN KRAJAN,"-8.1182423, 113.7478498"
2117,"JAWA TIMUR, KOTA MALANG","KLOJEN, BARENG",JL. BARENG RAYA II N / 532,"-7.9809241, 112.620355"
2118,"JAWA TIMUR, KOTA MALANG","KLOJEN, BARENG",JL. BARENG RAYA II- N / 538,"-7.98053833333333, 112.619165"
2119,"JAWA TIMUR, KAB. PACITAN","ARJOSARI, GEMBONG",DSN NGASEM,"-8.1208658, 111.1740247"
2120,"JAWA TIMUR, KAB. MALANG","AMPELGADING, LEBAKHARJO",DUSUN KRAJAN I B,"-8.3081502, 112.9176094"
2121,"JAWA TIMUR, KAB. PACITAN","BANDAR, WATUPATOK",DUSUN KRAJAN,"-7.96797, 111.303546666667"
2122,"JAWA TIMUR, KAB. JOMBANG","BANDARKEDUNGMULYO, BRANGKAL",DSN PROKO,"-7.53714584279805, 112.148332390934"
2123,"JAWA TIMUR, KOTA MALANG","SUKUN, BANDUNGREJOSARI",JL. ABDUL JALIL I /13,"-8.000842371917832, 112.60897367632107"
2124,"JAWA TIMUR, JEMBER","AJUNG, AJUNG",DUSUN LIMBUNGSARI,"-8.2205174, 113.6779309"
2125,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, BURING",JL KH MALIK DALAM,"-8.008440875189669, 112.64598352551278"
2126,"JAWA TIMUR, KOTA MALANG","BLIMBING, PURWANTORO",JL. KARYA TIMUR IV NO 22,"-7.946276433033493, 112.64348341358264"
2127,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, TLOGOWARU",JL. SAWAHAN,"-8.049752097159393, 112.64621643684612"
2128,"JAWA TIMUR, KOTA BATU","BATU, TEMAS",JL. TERUSAN AGUS SALIM GG PESANTREN,"-7.8841571, 112.5321172"
2129,"JAWA TIMUR, KAB. MALANG","DAMPIT, JAMBANGAN",JAMBANGAN,"-8.1614898, 112.73370406"
2130,"JAWA TIMUR, KAB. MALANG","AMPELGADING, ARGOYUWONO",DUSUN ARGOMULYO,"-8.1963146, 112.899615"
2131,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, WONOKOYO",JL SEKAR PUTIH,"-7.87276097, 112.52909296"
2132,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, LESANPURO",JL KI AGENG GRIBIG XII BARAN SONOSARI,"-7.992137, 112.667594"
2133,"JAWA TIMUR, KOTA SURABAYA","TENGGILIS MEJOYO, KENDANGSARI",KENDANGSARI 14/19,"-7.32392333333333, 112.752693333333"
2134,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, TLOGOWARU",JL KH USMAN 29,"-8.0354142, 112.6533675"
2135,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, LESANPURO",JL.LESANPURO GG 12,"-7.799489, 112.668807"
2136,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, ARJOWINANGUN",JL. BURUNG GEREJA,"-8.035598705394582, 112.63713102797348"
2137,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, TLOGOWARU",JL. NURUL MUTTAQIN,"-8.03895098, 112.66344355"
2138,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, BUMIAYU",JL. GAMBAS,"-8.00935031, 112.6374128"
2139,"JAWA TIMUR, KOTA SURABAYA","SUKOLILO, KEPUTIH",RUSUNAWA KEPUTIH BLOK A 407,"-7.2994032, 112.8062153"
2140,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, BUMIAYU",JL. KENIKIR,"-8.015646371498173, 112.63334222013086"
2141,"JAWA TIMUR, KAB. PACITAN","DONOROJO, KALAK",DUSUN BOLO,"-8.20927583, 110.93963885"
2142,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, LESANPURO",BARAN SONOSARI,"-7.994398, 112.670631"
2143,"JAWA TIMUR, KAB. PACITAN","TULAKAN, BUBAKAN",TANGGUNG,"-8.1704445, 111.2793307"
2144,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, KOTALAMA",JL. LAKS. MARTADINATA III / 20,"-7.991920272482919, 112.63515749179444"
2145,"JAWA TIMUR, PACITAN","PRINGKUKU, NGADIREJAN",JAMBU ,"-8.1656301, 111.0428738"
2146,"JAWA TIMUR, KAB. PACITAN","PUNUNG, BOMO",DSN DOKWARU,"-8.1789166, 110.963266"
2147,"JAWA TIMUR, KOTA MALANG","BLIMBING, BUNULREJO",JL. BINOR VIII,"-7.96972225, 112.64643526"
2148,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, TLOGOWARU",JL. JABAL NUR,"-8.03639909, 112.66728859"
2149,"JAWA TIMUR, KOTA MALANG","BLIMBING, BUNULREJO",JL. BINOR VIII,"-7.96964673, 112.64643384"
2150,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, ARJOWINANGUN",JL TUTUT,"-8.03977347, 112.64367868"
